Country,Features,Region,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
        Mexico,net consumption,North America,166.51256,171.14658,174.02456,172.57702,184.40962,192.27152,196.40852,202.2494,204.56938,202.09172,219.213769,233.949821,241.758528,244.726501,248.333396,256.556957,263.298089,265.574923,291.1822412,278.8829731,292.5304682,300.9570645
        Saint Pierre and Miquelon,net consumption,North America,0.037,0.036521,0.04428,0.04629,0.04284,0.03795,0.03793,0.03761,0.03998,0.0389,0.04187,0.043,0.04414,0.04412,0.0453678,0.04347194,0.04383368,0.0449992,0.04644686,0.04820032,0.050406,0.053198517
        U.S. Territories,net consumption,North America,,,,,,,,,,,,,,,,,,,,,,
        United States,net consumption,North America,3592.473307,3557.247608,3631.817305,3662.224009,3716.191051,3811.346491,3817.37405,3890.977208,3867.360635,3725.345123,3889.289876,3886.633789,3838.802726,3876.510978,3914.50681,3914.299176,3921.110699,3888.305645,4032.628267,3989.378249,3897.894198,3979.279761
        Antarctica,net consumption,Central & South America,0,0,0,0,0,0.00186,0.00186,0.00186,0.00186,0.00372,0.00372,0.00372,0.000465,0.000465,0.000465,0.00093,0.00093,0,0,0,0,0
        Antigua and Barbuda,net consumption,Central & South America,0.141,0.161,0.18,0.198,0.208,0.228,0.243,0.263,0.271,0.308,0.3192,0.3185,0.3105,0.3106,0.3166,0.325355,0.328,0.329142,0.28,0.276,0.262424051,0.28587519
        Argentina,net consumption,Central & South America,73.22606,75.3954,72.47154,79.1119,83.65271,88.60102,99.04709,100.1531,103.69982,104.3041,111.17157,113.58529,117.71058,117.67703,123.61153,128.650162,128.457123,125.838716,125.4050962,122.7998624,122.5348813,126.7355285
        Aruba,net consumption,Central & South America,0.652,0.6253,0.6431,0.6508,0.677,0.7038,0.7061,0.7251,0.7097,0.7486,0.7394,0.7238,0.7186,0.7462,0.7533,0.7678,0.751512,0.763712,0.739712,0.761712,0.720647339,0.7676192
        Barbados,net consumption,Central & South America,0.703,0.735,0.771,0.81,0.836,0.891,0.9134,0.9379,0.968,0.978,0.917,0.921,1.021,0.916,0.921,0.962,0.985,0.989,0.986,0.95811,0.930474298,1.005727309
        Belize,net consumption,Central & South America,0.1502,0.271941,0.296934,0.324243,0.353784,0.370035,0.380178,0.402203,0.422099,0.412752219,0.596803289,0.554656772,0.661553567,0.632498108,0.6693802,0.7250543,0.7047801,0.9204152,0.9569149,1.18288,0.900915428,0.925221695
        Bolivia,net consumption,Central & South America,3.39614,3.37718,3.48538,3.60254,3.76486,4.194,4.539281,4.922107,4.913,5.185,5.66444,6.08194,6.57224,6.9279,7.39646,7.812,8.0478,8.309349,8.532636,9.08876,8.894731,9.676011123
        Brazil,net consumption,Central & South America,321.99852,304.48298,318.97716,336.86862,353.29366,367.88328,382.53928,404.16758,419.80854,418.53774,459.68232,475.7648,493.05156,508.82972,522.46688,512.906384,513.88606,519.883011,531.1582795,537.9698027,533.36096,577.2953567
        British Virgin Islands,net consumption,Central & South America,0.03,0.028095238,0.027,0.031,0.031,0.0875,0.0948,0.0904,0.0982,0.131,0.168111,0.160661,0.165961,0.168161,0.175229,0.175028,0.177478,0.121208,0.117858,0.117798,0.10886238,0.117269621
        Cayman Islands,net consumption,Central & South America,0.39809,0.42471,0.4481,0.463,0.48563,0.394,0.486,0.546,0.529,0.5484,0.5405,0.541,0.548,0.556,0.568,0.586,0.612,0.634,0.628,0.667,0.6576623,0.702392687
        Chile,net consumption,Central & South America,38.14374,39.37382,41.3827,44.06254,47.22554,48.37876,50.92482,53.01022,53.5916,53.45744,54.331829,59.492265,62.728116,65.047152,64.915875,68.654957,73.852143,73.04019,77.0223832,77.6898273,77.7520941,81.4005473
        Colombia,net consumption,Central & South America,32.5857,33.87712,34.72602,35.41568,37.43962,37.78608,40.48912,42.21151,42.76446,46.3906,46.69198,49.95478,52.10862,65.57438,62.408203,68.683379,67.882255,71.976569,71.1323466,74.1834719,72.0435433,76.1928486
        Costa Rica,net consumption,Central & South America,5.90046,6.129,6.26068,6.58258,6.84404,7.27274,7.80891,8.18535,8.31738,8.24294,8.53154,8.61222,8.9892,9.07024,9.20242,9.483145,9.453607222,9.5524544,9.6509721,9.9929716,9.5744497,10.659704
        Cuba,net consumption,Central & South America,11.82116,12.06946,12.39386,12.50338,12.337404,12.11786,12.86246,13.627066,13.84938,13.95412,13.61962,13.94078,14.47436,15.22458,15.36472,16.08078,16.26512,16.21068,16.35366,16.10046,15.17234841,16.26872091
        Dominica,net consumption,Central & South America,0.074,0.078,0.071,0.076,0.076,0.0792,0.0812,0.0823,0.0833,0.0889,0.0949,0.0979,0.0974,0.0974,0.098357,0.103357,0.108357,0.083357,0.058057,0.082078,0.155148,0.16299964
        Dominican Republic,net consumption,Central & South America,6.64766,8.29362,10.27888,10.97538,9.8285,10.5094,11.42394,11.92674,9.895,9.7925,12.04206,12.9184,13.64062,14.48936,14.10428,14.62008,16.263,16.541504,17.083447,16.772745,14.471823,15.42583555
        Ecuador,net consumption,Central & South America,7.81482,8.04726,8.26422,8.609717,10.448442,10.47188,11.56861,13.8345,15.10904,15.68504,16.358,17.81724,19.02034,20.0121,21.07576,22.19106,23.321,24.125241,25.093078,26.196213,25.774511,26.60766825
        El Salvador,net consumption,Central & South America,4.0621,3.9271,3.8031,4.0101,4.0047,4.4625,4.9101,5.2991,5.2671,5.2661,5.2951,5.4841,5.7411,6.004,5.966,6.249,6.185822,6.250448,6.267474,6.515446,6.11117,6.424477451
        Falkland Islands,net consumption,Central & South America,0.013206,0.0152,0.0152,0.01525,0.01525,0.01525,0.0163,0.0163,0.018,0.018,0.016,0.016,0.017,0.019,0.019,0.0194,0.0213,0.0195,0.0197,0.0191326,0.0191326,0.019132136
        French Guiana,net consumption,Central & South America,0.39804,0.54405,0.56358,0.58683,0.60915,0.63333,0.65658,0.83793,0.85746,0.95697,1.02672,0.97929,0,0,0,0,0,0,0,0,0,0
        Grenada,net consumption,Central & South America,0.114,0.124,0.129019,0.138214,0.13,0.131307,0.151162,0.171765,0.173925,0.177489,0.186104,0.1827,0.180541,0.178541,0.181541,0.177538,0.187513,0.192285,0.198495,0.1952,0.184587349,0.198807688
        Guadeloupe,net consumption,Central & South America,1.18389,1.1718,1.13274,1.21737,1.45359,1.46289,1.5252,1.59588,1.58007,1.56147,1.56054,1.57635,0,0,0,0,0,0,0,0,0,0
        Guatemala,net consumption,Central & South America,3.82958,4.24018,4.38308,6.22078,5.23142,6.533,7.267,7.71223,7.161,7.199,7.0209,7.24366,8.06974,8.47308,8.82066,9.59876,10.01464,10.18615,10.992298,11.173242,11.791763,12.82267342
        Guyana,net consumption,Central & South America,0.569740278,0.594134444,0.5988475,0.523713611,0.556564722,0.412538889,0.438623611,0.479630556,0.458494167,0.452237778,0.610483833,0.646873556,0.713297944,0.759649556,0.784652722,0.821632444,0.877568056,0.911493889,0.923183889,0.97271,0.912546515,0.980883161
        Haiti,net consumption,Central & South America,0.28416,0.28134,0.24778,0.2362,0.23578,0.32254,0.33006,0.22116,0.2087,0.31916,0.2174,0.32004,0.40916,0.40106,0.36332,0.37387,0.40751,0.37705,0.361442,0.382,0.292245106,0.365929086
        Honduras,net consumption,Central & South America,3.10454,3.20774,3.3541,3.58846,3.70231,4.066,4.233,4.696,4.96,4.549,4.61178,5.25556,5.39274,5.35656,6.60078,6.67744,6.81172,7.250027,7.368926,7.655902,7.629293,8.157778012
        Jamaica,net consumption,Central & South America,5.59972,5.70034,5.90646,6.10512,6.0641,6.13496,6.0981,4.941,2.988,3.072,3.06972,3.0539,2.89462,2.82736,2.79684,2.79872,2.97046,2.95898,3.025854,3.092992,2.924336786,3.19920181
        Martinique,net consumption,Central & South America,0.97464,1.11879,1.16157,1.20993,1.24713,1.30572,1.3578,1.40244,1.43964,1.47777,1.41918,1.35687,0,0,0,0,0,0,0,0,0,0
        Montserrat,net consumption,Central & South America,0.0104,0.0105,0.0185,0.0195,0.0195,0.0197,0.0197,0.0207,0.0219,0.0219,0.0219,0.021,0.021,0.02163,0.02265,0.02214,0.01824,0.01738,0.01772,0.02209,0.01326,0.01448104
        Netherlands Antilles,net consumption,Central & South America,0.939,0.896,0.901,0.951,0.973,1.003,0.98,1.00964,0.99848,1.07712,1.040571,1.063451,0.747551,0.71036,0.74244,0.76678,0.7384,0.753008,0.743366,0.745467,0.692541736,0.764007905
        Nicaragua,net consumption,Central & South America,1.5261,1.5882,1.9233,1.7803,1.8833,2.19973,2.29869,2.14657,2.40272,2.7233,2.541,2.69086,2.9607,3.099316,3.27795,3.370065,3.61446,3.729579,3.763985,3.808866,4.442050124,4.929996152
        Panama,net consumption,Central & South America,3.782,3.804,4.024,4.171,4.579,4.739,4.920393,5.30045244,5.53672,5.68537,6.10298,6.54294,7.14266,7.48186,7.13192,7.84462,8.1085,8.87577,8.906429,8.72038,9.394642,9.488975158
        Paraguay,net consumption,Central & South America,4.183,4.284,4.406,4.206333333,4.21,4.499,4.90263,5.324,5.70708,6.238,6.77794,7.49694,8.12482,9.17182,10.06564,10.61594,11.06694,11.59458,12.52826,12.85444,14.27648,7.677260571
        Peru,net consumption,Central & South America,17.25005,18.18605,19.30205,20.17105,21.48805,22.95105,24.17505,26.60005,29.35805,28.91405,30.53261,35.22945,35.04084,37.08566,38.4352,40.86402,44.31434,46.939866,48.737489,50.214224,46.444669,51.762119
        Puerto Rico,net consumption,Central & South America,20.50419,20.96388,21.784464,22.500762,22.686888,23.4645763,22.340216,20.826816,19.528184,19.33049,19.50116,18.682356,19.864646,19.207408,19.151992,19.160401,19.72322,15.708716,16.465048,16.133822,16.02256,17.12121736
        Saint Kitts and Nevis,net consumption,Central & South America,0.07,0.068,0.075,0.09,0.093,0.093,0.095,0.122,0.133,0.1348,0.1405,0.1494,0.1612,0.167,0.16734,0.171374,0.175886,0.16774,0.17374,0.17374,0.163241562,0.175865022
        Saint Lucia,net consumption,Central & South America,0.22954,0.238747,0.23417,0.245944,0.259928,0.271197,0.277614,0.290256,0.295095,0.307611,0.322,0.324766,0.324848,0.326309,0.32329114,0.32955992,0.33981114,0.35013,0.35311932,0.3234157,0.305884021,0.326964342
        Saint Vincent/Grenadines,net consumption,Central & South America,0.0784,0.0837,0.0866,0.0932,0.1036,0.114738,0.116461,0.12333164,0.120764,0.121258,0.126202,0.121881,0.122791,0.125441,0.12423186,0.1294715,0.13429614,0.13297602,0.1314264,0.1372,0.147135628,0.154165575
        Suriname,net consumption,Central & South America,1.292,1.305,1.31,1.324,1.33,1.381,1.425,1.423,1.4089,1.4094,1.53436,1.71081,1.79072,2.04061,2.17763,1.829837111,2.130681,2.550161,2.272961,2.324708,2.282095038,2.370408283
        The Bahamas,net consumption,Central & South America,1.565,1.626,1.716,1.81,1.794703,1.8944,1.927583,2.045213,2.05,1.945,1.8895,1.9316,1.7869,1.774,1.809,1.88,1.85,1.870067,1.99491231,1.95624849,1.847366495,1.97622619
        Trinidad and Tobago,net consumption,Central & South America,4.734,4.879,4.879,5.74,5.678,6.249,6.471,6.966,7.047,7.087,7.7149,8.00292,8.34532,8.70094,8.61292,8.7491,8.60216,8.490056,8.246993,8.213919,7.779031516,8.303561981
        Turks and Caicos Islands,net consumption,Central & South America,0.071,0.075,0.096,0.103,0.11,0.124,0.149,0.171,0.186,0.196,0.196,0.195,0.197,0.196,0.21338,0.22466,0.235,0.212164,0.23008,0.232618,0.2435,0.25976828
        U.S. Virgin Islands,net consumption,Central & South America,0.935,0.878,0.888,0.888,0.897,0.784698,0.793765,0.800836,0.773568,0.804,0.756,0.72469,0.715801,0.667248,0.640179,0.632274,0.62233,0.45824,0.56,0.568,0.5978,0.6415072
        Uruguay,net consumption,Central & South America,6.474,6.642,6.147,6.033,6.228,6.514,7.221,7.8858,8.37532,8.88368,9.50134,9.53848,9.86876,9.97776,10.33684,10.7926,11.39642,11.098889,11.768859,11.713604,11.780227,13.61377336
        Venezuela,net consumption,Central & South America,62.505,64.958,64.035,65.411,70.369,72.298,78.014,79.89276,83.55364,83.766,87.8999,91.18454,93.8783,95.1281,56.78606,77.84168,70.02136,67.901917,65.258054,56.532821,70.47945808,71.04766385
        Algeria,imports ,Africa,0.25,0.15,0.237,0.223,0.211,0.359,0.382,0.279,0.274,0.33,0.736,0.657,0.936,0.295,0.686,0.61,0.257,0.537,0.506,0.531,0.513,0.501934692
        Angola,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Benin,imports ,Africa,0.37,0.42,0.437,0.52,0.578,0.595,0.59,0.579,0.662,0.866,1.006,1.012,1.099,1.077,0.939,1.048,1.089,1.111321,1.293173,1.093,0.646,0.646
        Botswana,imports ,Africa,0.986,1.183,1.473,1.874,1.91,1.975,2.207,2.519,2.728,2.793,2.985,3.139,3.272,2.819,1.684,1.468,1.65,1.288,1.189452,1.746238,1.83769,1.83769
        Burkina Faso,imports ,Africa,0,0.0667,0.1105,0.0692,0.0962,0.1253,0.1393,0.124,0.1357,0.1446,0.3845,0.4952,0.5149,0.5316,0.488382,0.443,0.6297,0.6454,0.8374,1.087266,1,1.061478571
        Burundi,imports ,Africa,0.03,0.035,0.035,0.052,0.063,0.071,0.075,0.077,0.076,0.092,0.095,0.099,0.099,0.103,0.091,0.096,0.1,0.1,0.1,0.1,0.1,0.1
        Cabo Verde,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Cameroon,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0.754,0.729,0.018,0.017,0.018243,0.01937,0.019134,0.02,0.01987146
        Central African Republic,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Chad,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Comoros,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Congo-Brazzaville,imports ,Africa,0.26,0.25,0.4,0.359,0.404,0.418,0.411,0.449,0.436,0.44,0.281,0.027,0.025,0.056,0.018,0.013,0.021,0.022,0.028,0.023,0.018,0.018
        Congo-Kinshasa,imports ,Africa,0.053,0.012,0.02,0.003,0.001,0.071,0.014,0.076,0.083,0.105,0.161,0.044,0.626,0.63,1.138,0.02,0.02,0.668,0.163,0.385,0.41,0.364506406
        Cote d'Ivoire,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0.145,0.022,0.054,0,0,0.023,0.019,0.037,0.102,0.0766,0.0766,0.062087828
        Djibouti,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0.3143,0.4495,0.5082,0.526,0.53,0.53,0.53
        Egypt,imports ,Africa,0.174,0.214,0.228,0.153,0.174,0.168,0.208,0.251,0.126,0.183,0.152,0.102,0.077,0.061,0.051,0.054,0.065,0.081,0.07,0.095,0.098,0.098
        Equatorial Guinea,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Eritrea,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Eswatini,imports ,Africa,0.62,0.639,0.799,0.8,0.697,0.864,0.936,0.983,0.919,0.909,0.806,0.813,0.822,0.86,0.978,1.077,1.064,1.02,0.942,1.044,0.914,0.919833279
        Ethiopia,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Gabon,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0.388,0.337,0.348,0.456,0.511,0.511,0.511,0.5475
"        Gambia, The",imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Ghana,imports ,Africa,0.6,0.45,1.046,0.945,0.878,0.815,0.629,0.435,0.275,0.198,0.106,0.081,0.128,0.027,0.051,0.223,0.745,0.32,0.14,0.127,0.058,0.058726223
        Guinea,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guinea-Bissau,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Kenya,imports ,Africa,0.198,0.172,0.222,0.189,0.162,0.028,0.011,0.023,0.025,0.039,0.03,0.034,0.039,0.049,0.158,0.059,0.086,0.23,0.13,0.212,0.1367,0.156934255
        Lesotho,imports ,Africa,0.012,0.04,0.016,0.038,0.025,0.013,0.04,0.05,0.05,0.124,0.201,0.26,0.31,0.285,0.271,0.261,0.373,0.387,0.4,0.5417,0.5417,0.5310181
        Liberia,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Libya,imports ,Africa,0,0,0,0,0,0.152,0.126,0.077,0.069,0.095,0.07,0.056,0.061,0.064,0.088,0,0.376,0.302,0.465,0.776,1.259,1.347464251
        Madagascar,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Malawi,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mali,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0.181,0.142,0.349,0.512,0.317,0.113,0.117,0.198,0.2,0.2,0.2
        Mauritania,imports ,Africa,0.002,0.002,0.0041,0.0772,0.069,0.1335,0.125,0.0822,0.1038,0.1085,0.115,0.127,0.138,0.174,0.183,0.183,0.2212,0.185,0.1975,0.2042,0.2,0.2
        Mauritius,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Morocco,imports ,Africa,2,1.45,1.35,1.417,1.512,0.802,1.998,3.455,4.261,4.623,4.583,5.131,5.66,5.551,6.138,5.138,5.289,6.058,3.724,0.526,0.856,1.825306484
        Mozambique,imports ,Africa,1.943,4.8,5.032,7.363,9.267,9.588,9.839,8.568,8.207,8.34,8.533,8.803,8.506,8.388,8.2,8.261,8.383,8.289,8.327,8.276,8.276,8.276
        Namibia,imports ,Africa,0.64,0.865,1.3,1.38,1.566,1.703,1.948,2.045,2.147,2.202,2.462,2.389,2.226,2.916,2.886,2.678,3.085,2.939,3.449,3.417,2.785,2.785
        Niger,imports ,Africa,0.204,0.22,0.211,0.235,0.295,0.339,0.4,0.45,0.462,0.535,0.551,0.607,0.637,0.602,0.727,0.782,0.779,0.845,0.992,1.057,1.108,1.158571429
        Nigeria,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Reunion,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ie,ie
        Rwanda,imports ,Africa,0.094,0.122,0.136,0.121,0.116,0.089,0.064,0.084,0.084,0.062,0.08,0.078,0.091,0.094,0.089,0.082,0.078,0.07,0.094,0.034,0.028,0.036046764
        Saint Helena,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sao Tome and Principe,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Senegal,imports ,Africa,0,0,0,0,0,0,0,0,0,0.239,0.253,0.257,0.29,0.308,0.318,0.333,0.36,0.333,0.322,0.323,0.356,0.356
        Seychelles,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sierra Leone,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Somalia,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        South Africa,imports ,Africa,5.294,7.247,7.873,6.739,8.026,9.199,9.782,11.348,10.572,12.295,12.193,11.89,10.006,9.428,11.177,13.059,10.555,8.568,9.687,9.804,9.829,10.40404779
        South Sudan,imports ,Africa,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0
        Sudan,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Tanzania,imports ,Africa,0.047,0.066,0.079,0.095,0.113,0.072,0.169,0.123,0.052,0.065,0.057,0.055,0.061,0.06,0.059,0.071,0.102,0.106,0.118,0.113,0.114,0.115347777
        Togo,imports ,Africa,0.282,0.3797,0.3307,0.3438,0.4087,0.442,0.3989,0.4757,0.5833,0.6154,0.6277,0.6958,0.6793,0.7733,0.8569,0.8573,0.4478,0.7466,0.882,0.963004,0.815,0.815
        Tunisia,imports ,Africa,0.001,0.01,0,0,0,0.139,0.142,0.122,0.122,0.122,0.141,0.131,0.384,0.177,0.536,0.403,0.134,0.45,0.382,0.472,0.369,0.389537147
        Uganda,imports ,Africa,0.001,0.001,0.003,0.003,0.002,0.002,0.049,0.06,0.043,0.028,0.032,0.039,0.035,0.046,0.033,0.048,0.048,0.023,0.035,0.023,0.021,0.021
        Western Sahara,imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Zambia,imports ,Africa,0,0,0.103,0.151,0.403,0.465,0.187,0.275,0.264,0.01,0.013,0.12,0.163,0.073,0.013,0.785,2.185,0.753,0.152,0.198,0.13,0.141604017
        Zimbabwe,imports ,Africa,5.095,4.066,4.01,3.185,2.04,3.013,4.246,2.956,1.686,2.182,1.718,1.577,1.201,1.726,1.127,1.147,2.22,2.569,1.177,1.612,2.337,2.123785623
        Armenia,imports ,Eurasia,0.4,0.33,0.3,0.307,0.26,0.3376,0.3549,0.4187,0.343,0.291,0.246,0.205,0.098,0.148,0.206,0.174,0.275,0.319,0.204,0.293,0.32,0.368
        Azerbaijan,imports ,Eurasia,0.9,1.2,2.4,2.5,2.373,2.082,1.766,0.548,0.216,0.11,0.1,0.128,0.141,0.127,0.124,0.108,0.114,0.108,0.1312,0.137,0.137,0.152
